ID,category,amount,gender,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
3884,health_fitness,45.27,M,12575,41.4575,-74.1659,2258,Building surveyor,40.638739,-74.25804,0
3885,misc_net,2.25,M,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,43.901814,-86.623522,0
3886,home,142.64,M,33040,24.6557,-81.3824,32891,Town planner,25.370553,-81.77772,0
3887,grocery_pos,98.89,F,45307,39.5756,-83.7153,338,Quantity surveyor,40.109389,-83.967553,0
3888,grocery_pos,191.59,F,11796,40.732,-73.1,4056,Film/video editor,41.26732,-73.605188,0
3889,shopping_pos,60.53,F,72059,35.1791,-91.2594,37,"Lecturer, further education",34.452442,-90.668942,0
3890,shopping_net,39.72,F,29817,33.3645,-81.2718,4913,Technical brewer,33.707269,-81.713559,0
3891,personal_care,29.78,F,41810,37.1788,-82.695,502,Chief Financial Officer,36.739183,-82.690676,0
3892,grocery_pos,67.16,M,33040,24.6557,-81.3824,32891,Town planner,23.869997,-80.393394,0
3893,home,95.8,F,13755,42.0716,-75.0152,1228,"Psychotherapist, child",41.872597,-74.265889,0
3894,misc_net,6.19,F,16048,41.0472,-79.8089,139,Patent attorney,40.75112,-79.810394,0
3895,shopping_pos,8.99,M,41836,37.2692,-82.9161,798,Facilities manager,36.360198,-83.909461,0
3896,personal_care,109.44,M,12575,41.4575,-74.1659,2258,Building surveyor,41.708768,-74.236255,0
3897,health_fitness,77.29,M,16362,41.4798,-79.9403,1102,Garment/textile technologist,41.271559,-80.123684,0
3898,grocery_pos,102.58,F,84540,38.9999,-109.615,46,"Surveyor, minerals",38.371013,-110.565198,0
3899,entertainment,2.75,M,62360,39.8153,-91.2627,1656,Exhibition designer,39.393991,-91.629141,0
3900,travel,5.07,F,19310,39.9458,-75.9703,3066,Product manager,40.904182,-75.732657,0
3901,gas_transport,44.69,M,47434,39.013,-86.5457,76,Social researcher,39.565501,-86.285289,0
3902,gas_transport,50.8,F,21872,38.4121,-75.2811,718,Regulatory affairs officer,37.483003,-75.309698,0
3903,kids_pets,77.18,F,42171,37.0581,-86.1938,6841,"Therapist, sports",37.850877,-86.04113,0
3904,travel,1.55,F,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,35.791823,-82.481208,0
3905,food_dining,46.74,M,16421,42.1767,-79.9416,2518,Event organiser,41.353067,-80.055597,0
3906,travel,1.08,M,47869,39.4336,-87.4101,137,Materials engineer,39.860705,-87.88968,0
3907,misc_pos,23.17,M,92267,34.298,-114.156,126,Marketing executive,33.352532,-114.961724,0
3908,grocery_net,14.74,M,77566,29.0393,-95.4401,28739,Futures trader,28.974129,-95.206487,0
3909,misc_net,12.02,F,45150,39.1657,-84.233,31394,Hospital doctor,39.40956,-83.46905,0
3910,food_dining,61.94,M,38039,35.0659,-89.1534,1804,Clothing/textile technologist,34.978961,-89.527631,0
3911,misc_net,186.74,F,28659,36.2017,-81.1286,21134,Dispensing optician,35.996679,-81.423166,0
3912,entertainment,4.53,F,36758,32.6176,-86.9475,1412,Drilling engineer,33.381377,-87.102447,0
3913,home,57.82,F,46254,39.849,-86.272,910148,Firefighter,39.050503,-86.704568,0
3914,home,88.33,M,36775,32.2844,-86.992,800,Learning disability nurse,33.129815,-86.12905,0
3915,gas_transport,77.44,F,97034,45.4093,-122.6847,42817,Planning and development surveyor,45.938668,-121.852302,0
3916,gas_transport,42.82,M,77566,29.0393,-95.4401,28739,Futures trader,29.860404,-96.25473,0
3917,misc_net,17.58,M,41836,37.2692,-82.9161,798,Facilities manager,36.538853,-82.531408,0
3918,food_dining,24.91,F,11796,40.732,-73.1,4056,Film/video editor,40.262702,-72.114173,0
3919,misc_pos,56.31,F,77026,29.7972,-95.3288,2906700,Animator,28.999756,-94.65661,0
3920,entertainment,1.27,F,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30.813388,-94.956908,0
3921,travel,7.7,F,36749,32.5104,-86.8138,1089,Materials engineer,31.716713,-86.247182,0
3922,gas_transport,60.31,M,28901,35.1959,-83.8228,5354,Retail buyer,35.768506,-84.209446,0
3923,misc_net,4.5,M,21524,39.6967,-78.8031,626,Energy engineer,38.844858,-78.695176,0
3924,shopping_pos,4.33,F,29809,33.413,-81.69,2206,Biomedical scientist,33.718419,-82.583484,0
3925,home,29.14,M,44702,40.8027,-81.3739,192805,Building control surveyor,40.150983,-80.547813,0
3926,shopping_net,5.8,M,10604,41.0592,-73.7395,11250,Lexicographer,41.95052,-73.596205,0
3927,gas_transport,50.02,F,56668,48.6031,-93.2977,136,Ceramics designer,49.266483,-92.78306,0
3928,misc_net,1.69,F,50312,41.5855,-93.6719,222785,Wellsite geologist,41.24901,-94.213026,0
3929,health_fitness,27.8,M,20895,39.0298,-77.0793,19054,Operations geologist,38.634,-76.858017,0
3930,health_fitness,165.88,M,11957,41.1437,-72.2879,743,Video editor,41.583739,-72.874966,0
3931,food_dining,35.86,F,75452,33.4044,-96.2238,4090,Sub,32.509361,-96.778075,0
3932,food_dining,31.05,F,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,42.50789,-84.571745,0
3933,shopping_pos,6.56,F,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",29.607202,-91.730381,0
3934,misc_pos,62.82,F,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,42.065864,-83.396109,0
3935,kids_pets,137.37,M,54654,43.2064,-90.9405,153,Quantity surveyor,43.243513,-90.068571,0
3936,entertainment,23.39,M,15557,39.9373,-79.1865,3684,General practice doctor,39.823811,-79.546083,0
3937,grocery_pos,108.24,M,56019,44.1111,-94.9134,914,Health and safety adviser,43.991681,-94.023907,0
3938,misc_pos,728.44,F,21102,39.6747,-76.8941,11751,Clinical research associate,38.968881,-77.139559,0
3939,shopping_net,7.93,M,29455,32.8357,-79.8217,20478,Materials engineer,33.492295,-79.46251,0
3940,shopping_pos,62.04,F,94558,38.4549,-122.2564,94014,Airline pilot,38.090898,-122.525073,0
3941,kids_pets,45.93,M,49613,44.5232,-86.2061,680,"Designer, jewellery",43.989409,-86.312609,0
3942,health_fitness,85.64,F,64058,39.1412,-94.3515,123373,"Engineer, production",39.589205,-93.922022,0
3943,gas_transport,55.06,M,62888,38.138,-89.2231,2135,"Development worker, community",37.60668,-88.664551,0
3944,travel,1.77,F,83646,43.6498,-116.4306,84106,Intelligence analyst,42.816964,-115.784638,0
3945,grocery_pos,126.04,M,44804,41.1116,-83.502,1202,Curator,41.063452,-83.996196,0
3946,misc_pos,63.02,F,84002,40.3207,-110.436,302,"Sales professional, IT",41.0054,-111.290693,0
3947,health_fitness,92.31,F,48193,42.1782,-83.2461,15623,Writer,42.267259,-83.050682,0
3948,home,30.89,F,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",19.874838,-155.202804,0
3949,food_dining,132.1,M,71762,33.3398,-92.7442,2501,Financial adviser,34.182957,-93.475698,0
3950,food_dining,3.55,M,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,38.649386,-89.701363,0
3951,food_dining,87.79,F,38740,34.047,-90.7652,466,Trading standards officer,34.452365,-90.485128,0
3952,shopping_pos,170.12,M,28423,34.3091,-78.3372,2290,"Engineer, biomedical",34.065552,-78.103039,0
3953,grocery_pos,114.74,F,61530,40.7152,-89.2706,6713,Archivist,40.760025,-89.833504,0
3954,shopping_net,3.93,F,15484,39.8936,-79.7856,328,Tree surgeon,39.256194,-78.983126,0
3955,grocery_net,95.83,M,76240,33.6547,-97.1583,26120,"Engineer, manufacturing",34.177744,-96.304229,0
3956,shopping_net,8.7,F,79237,34.8698,-100.6806,513,Early years teacher,34.865211,-99.868082,0
3957,personal_care,2.26,F,16048,41.0472,-79.8089,139,Patent attorney,40.154498,-80.368331,0
3958,health_fitness,34.03,F,14816,42.1939,-76.7361,520,Psychotherapist,43.002005,-77.128054,0
3959,kids_pets,21.64,F,97476,42.825,-124.4409,217,Retail merchandiser,42.176954,-124.93177,0
3960,kids_pets,120.38,M,93552,34.5715,-118.0231,171170,Chemical engineer,35.030428,-117.243494,0
3961,health_fitness,41.6,F,10962,41.0442,-73.9609,5950,Records manager,40.820925,-74.085233,0
3962,food_dining,8.01,F,62661,39.6704,-89.8588,1213,English as a foreign language teacher,39.388147,-89.612533,0
3963,home,81.14,F,74720,33.8396,-96.3648,608,Seismic interpreter,34.821374,-96.813538,0
3964,shopping_pos,6.47,M,68641,41.6964,-96.9858,1063,Research scientist (maths),41.080516,-96.323573,0
3965,shopping_pos,4.56,M,96727,20.0827,-155.488,4878,Physiotherapist,19.795255,-154.517222,0
3966,misc_net,26.06,M,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",64.988599,-157.039832,0
3967,shopping_net,2.46,F,55428,45.0632,-93.3811,1022298,Analytical chemist,44.762951,-94.180131,0
3968,home,44.6,F,73559,34.7032,-98.9591,540,Research scientist (life sciences),34.477843,-99.127287,0
3969,entertainment,170.29,M,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,40.826208,-78.11022,0
3970,home,23.19,F,12986,44.232,-74.4905,6120,Chartered loss adjuster,43.260983,-74.939318,0
3971,gas_transport,57.53,M,35764,34.7031,-86.3068,653,Paediatric nurse,34.385108,-86.356241,0
3972,shopping_net,306.66,M,48221,42.426,-83.15,673342,Retail manager,42.729354,-84.133642,0
3973,kids_pets,148.76,M,46765,41.2249,-85.0301,5341,Biomedical engineer,40.634882,-84.849582,0
3974,shopping_net,1.01,M,48088,42.5164,-82.9832,134056,"Producer, radio",43.508781,-83.936826,0
3975,shopping_net,6.66,M,35811,34.7789,-86.5438,190178,Television production assistant,35.479291,-86.587617,0
3976,shopping_pos,9.73,F,79237,34.8698,-100.6806,513,Early years teacher,34.894907,-100.450152,0
3977,personal_care,5.33,M,27258,36.0424,-79.3242,6006,Paramedic,35.344147,-79.203736,0
3978,shopping_pos,4.63,F,58569,46.1838,-101.2589,77,Film/video editor,45.511367,-101.300257,0
3979,shopping_pos,58.19,F,18433,41.5744,-75.5881,6508,Training and development officer,42.395416,-75.034147,0
3980,travel,481.08,M,61272,41.2153,-90.9879,1504,Manufacturing engineer,41.271521,-91.082594,0
3981,food_dining,55.09,M,22213,38.8954,-77.1633,207410,Mudlogger,39.6776,-76.965255,0
3982,food_dining,1.8,M,10604,41.0592,-73.7395,11250,Lexicographer,40.121214,-73.078323,0
3983,shopping_pos,52.7,F,64076,38.9829,-93.9757,9512,Clinical research associate,38.069381,-94.664375,0
3984,personal_care,38.8,M,44223,41.1464,-81.5107,47772,Equities trader,42.145933,-82.083753,0
3985,grocery_net,59.4,F,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",29.781637,-91.653146,0
3986,shopping_net,1.64,M,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",27.089306,-81.036935,0
3987,health_fitness,7.39,F,73559,34.7032,-98.9591,540,Research scientist (life sciences),35.425504,-99.945713,0
3988,shopping_net,120.37,M,59710,45.1939,-112.0568,286,Chief of Staff,45.846676,-111.771185,0
3989,food_dining,94.11,M,3858,42.8678,-71.042,4603,"Therapist, music",42.858305,-70.378496,0
3990,gas_transport,50.27,F,6024,42.0158,-73.2913,647,Comptroller,41.106233,-73.095094,0
3991,shopping_net,8.13,M,33040,24.6557,-81.3824,32891,Town planner,24.925691,-80.638326,0
3992,misc_pos,32.67,M,77417,29.479,-95.9681,2457,Trading standards officer,29.663354,-96.63983,0
3993,shopping_pos,7.5,F,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",36.984898,-104.955292,0
3994,misc_pos,33.58,M,45051,39.0965,-84.6431,177,Exhibition designer,40.067461,-84.276515,0
3995,shopping_pos,1.45,F,56117,43.5336,-95.6515,399,Economist,42.689741,-96.354746,0
3996,grocery_pos,67.44,M,40077,38.4921,-85.4524,564,Pensions consultant,39.068065,-86.219502,0
3997,grocery_net,51.01,F,70808,30.4066,-91.1468,378909,"Designer, furniture",31.235518,-91.872402,0
3998,personal_care,14.32,M,17051,40.5046,-77.7186,4653,Nutritional therapist,40.684892,-77.721156,0
3999,gas_transport,71.75,M,15077,40.6025,-80.3863,198,Secretary/administrator,41.120634,-79.870109,0
4000,misc_pos,9.49,M,39665,31.6453,-90.1801,1196,"Librarian, academic",31.879307,-89.942327,0
4001,health_fitness,11.42,M,77566,29.0393,-95.4401,28739,Futures trader,28.311349,-96.270463,0
4002,shopping_net,5.48,F,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",40.167445,-73.721414,0
4003,kids_pets,23.97,F,82227,42.73,-104.7024,241,Educational psychologist,43.32762,-104.124566,0
4004,food_dining,47.33,F,72011,34.5091,-92.4828,4074,"Scientist, audiological",34.077223,-91.834156,0
4005,grocery_pos,101.71,M,82711,44.6873,-104.4414,110,"Administrator, local government",43.713775,-105.423514,0
4006,shopping_pos,9.8,M,71960,34.4596,-93.6743,1383,Magazine features editor,34.896324,-93.465215,0
4007,shopping_net,6.51,F,52535,40.8626,-91.9534,888,Camera operator,40.256286,-91.205615,0
4008,kids_pets,85.42,F,33909,26.6939,-81.9452,156391,Higher education careers adviser,25.929072,-82.847849,0
4009,personal_care,43.21,F,32323,29.8826,-84.5964,217,Television production assistant,30.499871,-84.336985,0
4010,kids_pets,131.03,F,24986,37.7827,-80.3129,5216,Community development worker,36.963917,-80.433049,0
4011,food_dining,60.95,M,79343,33.6666,-101.5277,1571,Petroleum engineer,33.234612,-100.533622,0
4012,misc_pos,45.06,F,95148,37.3304,-121.7913,973849,Geoscientist,37.414338,-122.638425,0
4013,gas_transport,85.6,M,51632,40.7491,-95.038,7297,IT trainer,41.247979,-95.031398,0
4014,grocery_net,88.16,F,62939,37.575,-88.9655,3119,"Teacher, secondary school",37.985778,-89.014351,0
4015,kids_pets,60.99,M,37849,36.0435,-84.04,25459,"Teacher, special educational needs",35.657317,-84.053872,0
4016,entertainment,17.26,M,15217,40.4308,-79.9205,687276,"Scientist, marine",39.981605,-79.148866,0
4017,home,101.31,M,74633,36.6966,-96.7869,471,Sub,37.459453,-96.5501,0
4018,shopping_pos,9.61,M,1330,42.5232,-72.811,1506,"Production assistant, radio",42.290067,-72.137634,0
4019,kids_pets,31.74,F,7980,40.6774,-74.4968,2307,Science writer,40.182516,-75.176203,0
4020,grocery_pos,175.86,F,94558,38.4549,-122.2564,94014,Airline pilot,38.830647,-122.884315,0
4021,shopping_net,43.8,M,7208,40.6747,-74.2239,124967,Operational researcher,40.714976,-74.42475,0
4022,grocery_net,11.44,F,65072,38.2911,-92.7059,1847,Tax inspector,38.176268,-92.18865,0
4023,grocery_pos,49.25,M,33956,26.529,-82.0916,3776,Sport and exercise psychologist,25.678237,-82.894303,0
4024,misc_pos,97.13,F,25832,37.7256,-81.1087,3994,"Biochemist, clinical",37.142242,-81.066437,0
4025,grocery_pos,258.13,F,7060,40.6152,-74.415,71485,Leisure centre manager,40.273975,-73.789943,0
4026,personal_care,50.26,F,58531,47.5196,-101.2332,307,Make,47.838932,-102.208475,0
4027,shopping_pos,17.33,F,78584,26.4215,-99.0025,18128,IT trainer,26.859266,-99.927465,0
4028,gas_transport,63.03,M,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",36.38828,-90.743546,0
4029,shopping_net,2.18,M,4047,43.745,-70.9092,1892,Audiological scientist,43.818643,-71.703748,0
4030,misc_net,315.41,F,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",33.777883,-117.41513,0
4031,grocery_net,115.63,M,83120,43.0172,-111.0292,471,"Education officer, museum",43.268657,-110.563968,0
4032,grocery_pos,179.72,F,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",36.248029,-91.888963,0
4033,shopping_net,22.45,F,72042,34.2853,-91.3336,5161,Electrical engineer,33.851331,-91.775027,0
4034,home,86.58,M,5486,44.64,-73.3113,1654,Transport planner,45.575674,-73.441617,0
4035,kids_pets,55.84,M,5155,43.1699,-72.8515,828,Scientific laboratory technician,42.575775,-72.438724,0
4036,personal_care,1.75,F,84540,38.9999,-109.615,46,"Surveyor, minerals",39.968689,-108.676803,0
4037,shopping_pos,12.54,F,76665,31.929,-97.6443,2526,Phytotherapist,32.450736,-96.97933,0
4038,shopping_net,7.91,F,64470,40.1362,-95.2138,1631,Architect,39.410488,-94.486701,0
4039,misc_pos,31.59,M,12460,42.4069,-74.1528,277,Glass blower/designer,43.056363,-73.569805,0
4040,entertainment,42.82,F,21872,38.4121,-75.2811,718,Regulatory affairs officer,38.537145,-75.104284,0
4041,home,15.88,F,32960,27.633,-80.4031,105638,"Librarian, public",27.472346,-80.395929,0
4042,misc_net,3.27,F,70808,30.4066,-91.1468,378909,"Designer, furniture",30.673733,-90.566689,0
4043,shopping_pos,5.29,M,20634,38.2674,-76.4954,5927,Art therapist,39.016578,-76.245364,0
4044,grocery_pos,89.91,F,61530,40.7152,-89.2706,6713,Archivist,40.772582,-89.17855,0
4045,shopping_net,8.01,F,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",32.565553,-97.107801,0
4046,personal_care,157.47,M,71960,34.4596,-93.6743,1383,Magazine features editor,34.159567,-93.288694,0
4047,health_fitness,56.69,F,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",30.077361,-91.554256,0
4048,grocery_net,71.06,M,96135,40.0235,-120.7986,128,Education administrator,39.559957,-120.920089,0
4049,gas_transport,51.92,F,76626,32.0758,-96.701,1563,Financial adviser,32.357632,-97.290013,0
4050,misc_pos,29.15,M,50073,41.8114,-93.4855,1195,Trading standards officer,42.150401,-93.253443,0
4051,misc_net,2.8,M,92128,33.0067,-117.069,1241364,Chartered public finance accountant,32.920178,-117.24032,0
4052,kids_pets,184.71,F,59448,48.2777,-112.8456,743,Water engineer,47.779053,-113.808418,0
4053,grocery_pos,123.18,F,68031,41.6414,-96.5232,1745,"Engineer, automotive",41.675468,-96.904823,0
4054,grocery_net,54.26,M,78248,29.5894,-98.5201,1595797,Exhibition designer,28.714547,-99.406792,0
4055,food_dining,57.59,M,15324,40.1008,-80.0652,632,Dealer,39.657879,-80.402551,0
4056,misc_pos,46.36,F,40820,36.7558,-83.1838,581,"Psychologist, counselling",36.062975,-82.309422,0
4057,shopping_pos,163.29,M,70531,30.251,-92.5002,1261,Broadcast presenter,30.085099,-93.4294,0
4058,home,75.39,M,74047,35.8896,-96.0887,7163,Fitness centre manager,35.466978,-95.89424,0
4059,shopping_pos,6.19,M,83120,43.0172,-111.0292,471,"Education officer, museum",42.907309,-111.347283,0
4060,food_dining,5.69,F,68859,41.4972,-98.7858,509,"Nurse, children's",40.688664,-98.484319,0
4061,shopping_pos,1730.56,M,37754,36.115,-84.0438,4729,"Geologist, wellsite",37.09558,-83.117388,0
4062,grocery_pos,107.41,M,15324,40.1008,-80.0652,632,Dealer,39.860587,-79.817156,0
4063,health_fitness,14.74,M,21865,38.2833,-75.8465,470,Music tutor,37.356744,-76.27963,0
4064,entertainment,50.7,F,16329,41.8117,-79.2643,528,Chief Marketing Officer,41.534831,-79.416722,0
4065,misc_pos,4.47,F,51521,41.4768,-95.3509,2036,Engineering geologist,40.870134,-95.274487,0
4066,gas_transport,79.93,F,97403,44.0385,-123.0614,191096,"Scientist, physiological",44.022104,-123.316926,0
4067,kids_pets,52.72,F,45150,39.1657,-84.233,31394,Hospital doctor,39.461154,-84.952616,0
4068,travel,2.01,M,89512,39.5483,-119.7957,276896,Immunologist,40.371021,-119.71542,0
4069,home,23.36,F,70808,30.4066,-91.1468,378909,"Designer, furniture",30.125065,-90.624936,0
4070,grocery_pos,151.81,F,40820,36.7558,-83.1838,581,"Psychologist, counselling",37.571112,-84.039162,0
4071,shopping_net,2.9,M,99783,64.7556,-165.6723,145,"Administrator, education",65.473201,-166.051106,0
4072,travel,7.48,M,80736,40.7692,-103.0968,648,Community arts worker,40.03401,-104.088138,0
4073,shopping_pos,4.14,F,72047,35.2087,-92.2123,969,"Physicist, medical",35.716415,-91.942577,0
4074,home,22.62,M,4287,44.0575,-69.9656,3224,"Engineer, electronics",43.527439,-69.96088,0
4075,grocery_pos,154.08,F,15432,40.1151,-79.8627,427,Mining engineer,40.615298,-79.962613,0
4076,travel,487.1,M,64659,39.7795,-93.3014,964,Tourist information centre manager,39.119864,-92.618306,0
4077,entertainment,11.53,M,7208,40.6747,-74.2239,124967,Operational researcher,39.90671,-74.051375,0
4078,travel,6.36,M,54654,43.2064,-90.9405,153,Quantity surveyor,42.234082,-91.755353,0
4079,food_dining,15.03,F,15484,39.8936,-79.7856,328,Tree surgeon,40.09741,-80.532952,0
4080,travel,6.75,M,34668,28.3011,-82.6927,42619,Environmental education officer,28.487134,-81.825307,0
4081,grocery_pos,184.45,F,44412,41.0935,-81.0425,2644,"Engineer, biomedical",40.210378,-80.599435,0
4082,shopping_net,102.87,M,82711,44.6873,-104.4414,110,"Administrator, local government",44.963627,-105.001968,0
4083,misc_net,266.87,M,22853,38.6476,-78.7717,4367,Waste management officer,39.293529,-79.666666,0
4084,kids_pets,42.28,M,12093,42.4999,-74.6117,1666,Diagnostic radiographer,41.878226,-74.638844,0
4085,shopping_pos,142.91,M,54441,44.6437,-90.1031,828,Arts development officer,44.815177,-90.045044,0
4086,shopping_net,1.78,M,62888,38.138,-89.2231,2135,"Development worker, community",38.232802,-89.826772,0
4087,personal_care,26.07,F,45150,39.1657,-84.233,31394,Hospital doctor,39.621306,-84.1623,0
4088,shopping_pos,9.59,M,35229,33.4629,-86.7904,493806,Musician,34.01294,-87.613514,0
4089,health_fitness,76,M,49826,46.3481,-87.0436,137,Film/video editor,46.430116,-87.570025,0
4090,misc_pos,15.83,F,78584,26.4215,-99.0025,18128,IT trainer,27.373246,-98.719147,0
4091,entertainment,62.48,M,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,43.373831,-86.416439,0
4092,food_dining,96.62,F,68950,40.4542,-98.6538,331,Telecommunications researcher,41.3348,-99.434457,0
4093,shopping_net,11.89,F,37663,36.4715,-82.4834,87124,Warden/ranger,36.537317,-81.802047,0
4094,home,15.97,M,56729,48.6669,-96.5969,140,"Embryologist, clinical",48.865092,-96.908243,0
4095,misc_pos,4.27,F,70732,30.6576,-91.6264,1178,Community education officer,30.956078,-92.370012,0
4096,home,92.35,M,12460,42.4069,-74.1528,277,Glass blower/designer,41.611786,-73.629708,0
4097,health_fitness,16.51,F,57340,43.7588,-97.8712,355,Financial adviser,43.353616,-98.658253,0
4098,health_fitness,17.4,F,13361,42.8948,-74.8209,824,Travel agency manager,43.33128,-75.421826,0
4099,gas_transport,63.14,F,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",33.063241,-118.41715,0
4100,kids_pets,25.95,F,97403,44.0385,-123.0614,191096,"Scientist, physiological",44.468085,-124.047358,0
4101,grocery_pos,233.39,F,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,42.022774,-83.765638,0
4102,shopping_net,110.08,F,91702,34.1248,-117.9031,59705,Civil Service fast streamer,34.027151,-117.668787,0
4103,entertainment,37.92,M,12534,42.247,-73.7552,17867,Travel agency manager,42.457283,-74.229786,0
4104,shopping_pos,1.04,F,12037,42.3496,-73.5873,4015,Human resources officer,43.176599,-73.447803,0
4105,grocery_net,85.49,F,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",35.330257,-91.557707,0
4106,shopping_pos,5.99,F,77327,30.33,-95.0202,34153,Building surveyor,30.506892,-95.641421,0
4107,home,18.47,F,27807,35.8072,-78.0892,6629,Call centre manager,35.094511,-78.501554,0
4108,shopping_net,991.22,F,63336,39.3465,-90.9362,1146,Exercise physiologist,38.87128,-90.56612,1
4109,health_fitness,8.42,M,10504,41.136,-73.7009,7987,Television/film/video producer,41.866808,-73.574852,0
4110,gas_transport,64.55,F,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",35.876702,-107.195622,0
4111,misc_pos,3.81,M,11768,40.9051,-73.3309,21902,Tour manager,40.290192,-72.948588,0
4112,grocery_net,48.02,F,76626,32.0758,-96.701,1563,Financial adviser,31.970878,-97.16476,0
4113,gas_transport,68.62,M,72165,35.5762,-91.4539,111,Careers information officer,35.406466,-90.557278,0
4114,food_dining,104.22,F,97403,44.0385,-123.0614,191096,"Scientist, physiological",44.161905,-122.516065,0
4115,food_dining,26.6,F,79759,31.8599,-102.7413,23,Cytogeneticist,31.101621,-102.00958,0
4116,personal_care,137.89,F,25832,37.7256,-81.1087,3994,"Biochemist, clinical",36.874641,-81.215377,0
4117,shopping_net,9.73,F,29127,34.1832,-81.5324,8333,Archaeologist,33.980993,-82.226627,0
4118,food_dining,5.87,F,22810,38.8089,-78.7776,863,"Engineer, mining",39.567845,-77.78326,0
4119,home,31.28,M,76366,33.6751,-98.6576,2317,Chief Technology Officer,33.972718,-97.703655,0
4120,travel,3.7,M,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",37.645383,-79.12202,0
4121,shopping_pos,37.42,F,28654,36.0788,-81.1781,3495,"Psychologist, counselling",35.260367,-81.571782,0
4122,grocery_pos,222.94,F,28405,34.2651,-77.867,186140,English as a second language teacher,34.812634,-78.356086,0
4123,health_fitness,16.07,M,16239,41.4622,-79.1306,4172,"Copywriter, advertising",40.87428,-78.231598,0
4124,shopping_pos,5.82,F,16034,40.8555,-79.7372,2054,Operations geologist,40.130835,-80.626044,0
4125,grocery_pos,97.64,M,67584,38.6411,-100.138,269,Product/process development scientist,39.501993,-99.802823,0
4126,grocery_net,27.01,F,47451,38.8938,-86.5246,1228,Counsellor,38.005777,-86.901602,0
4127,shopping_pos,3.07,F,45622,39.3543,-82.503,321,"Copywriter, advertising",39.005551,-82.735904,0
4128,misc_pos,477.73,M,66070,39.2136,-95.4404,2661,Theatre director,39.023709,-96.00151,0
4129,home,76.3,M,18246,40.954,-76.1747,143,Health and safety adviser,41.090069,-75.883574,0
4130,misc_pos,211.11,F,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",30.106953,-84.25853,0
4131,kids_pets,72.07,F,56546,47.0999,-96.727,346,"Research officer, trade union",48.098216,-97.16403,0
4132,health_fitness,76.65,M,54418,45.203,-88.9983,1080,Information systems manager,44.22265,-89.068808,0
4133,kids_pets,72.29,F,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",45.006955,-89.548301,0
4134,personal_care,15.74,F,34953,27.2625,-80.3793,181438,Primary school teacher,27.549952,-80.808996,0
4135,entertainment,442.52,M,91206,34.1556,-118.2322,172817,Advertising account planner,33.8488,-118.061331,0
4136,kids_pets,23.62,F,68881,41.4193,-99.3844,73,Product designer,41.339296,-99.657312,0
4137,gas_transport,50.82,F,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",37.089454,-98.882768,0
4138,entertainment,6.37,F,21102,39.6747,-76.8941,11751,Clinical research associate,39.120162,-76.153014,0
4139,personal_care,131.73,F,41810,37.1788,-82.695,502,Chief Financial Officer,37.656351,-83.098695,0
4140,personal_care,29.04,F,12986,44.232,-74.4905,6120,Chartered loss adjuster,44.119818,-75.261856,0
4141,kids_pets,50.24,F,40336,37.6858,-83.9862,13061,"Editor, magazine features",37.826856,-84.606682,0
4142,misc_pos,9.63,M,48034,42.4969,-83.2911,75830,"Engineer, automotive",42.34099,-83.403833,0
4143,gas_transport,65.81,F,48438,42.9147,-83.4845,6951,Learning disability nurse,42.580502,-83.631273,0
4144,home,34.69,F,35903,33.9845,-85.9077,67082,Ceramics designer,34.093783,-85.553158,0
4145,misc_net,1.21,M,51453,42.2619,-94.5566,695,Administrator,42.733359,-93.567473,0
4146,grocery_pos,48.8,M,42211,36.802,-87.8286,13422,Commissioning editor,36.553869,-88.200337,0
4147,home,2.58,M,94569,38.046,-122.1866,198,Armed forces training and education officer,37.647505,-122.123693,0
4148,shopping_pos,8.23,M,17051,40.5046,-77.7186,4653,Nutritional therapist,41.0895,-77.402309,0
